ID,Team Name,Section,Year,Medal Awarded,Other Award,Wiki Link,Outreach Category,Title,Summarized Description
88,GreatBay China,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:GreatBay_China,Education and Public Engagement,Shenzhen High School Meetup,"Where: Bluepha Lab, Shenzhen When: 24 June Hosted by: GreatBay_China, SFLS_Shenzhen High school iGEM teams have relatively fewer resources available to them compared to the graduate teams. Therefore GreatBay_China and SFLS_Shenzhen hosted the Shenzhen High School Meetup together for sharing our resources conveniently with others Shenzhen high school teams as well as finding in what ways could we collaborate."
89,GreatBay China,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:GreatBay_China,Education and Public Engagement,The 5th Conference of China iGEMer Community,Where: Shanghai When: 27 August ~ 31 August Hosted by: ShanghaiTech Lucinda Lin and Sean Yao represented our team to attend the 5th Conference of China iGEMer Community.
90,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices,Prof. Dr. ir. M.W. Fraaije,Prof. Fraaije could help us write an assay to detect cellulase activity.
91,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices,Prof. Dr. B. Poolman,We learned about the effects of styrene toxicity in production.
92,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices,ZAP,"The experts of ZAP patiently explainedit to us what it holds to make a pilot plant, and what kind of permits are needed. "
93,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices,BioBTX,BioBTX is a company which has similarities to us in some ways.
94,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, Interviewing the Vice-President Materials of a Toy Multinational (16th October 2018),"Creating a bioplastic that is able to compete with conventional plastic means tapping into a market with unlimited potential. While diving into the many applications of styrene, what most interested us was an application of styrene as raw material for a non-single use plastic. During the course of our project, Lego has published various articles and press releases about their ambition to produce plant-based plastic playing bricks."
95,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, KNN Cellulose: Yme Flapper (31st August 2018) ,"After extensive research into possibilities of biomass, we found the company that produces Recell®. This is an innovative new product made from recycled toilet paper which consists of over 90% cellulose."
96,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, NRK: Martin van Dord (24th July 2018) ,"NRK is the Dutch Federation of plastic and rubber converters, with 20 different sub associations and 400 member companies. In order to contribute to the goals of the Paris Agreement, the objective is to lift the market share of bioplastics to 15% in 2030."
97,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, Photanol: Wilmar van Grondelle (12th September 2018) ,"Photanol is a platform renewable chemicals company that utilises proprietary engineered cyanobacteria to process carbon dioxide (CO2) and sunlight into valuable chemical products. From this point on a biorefinery plan, business plan and LCA were made to attract more investors. Especially in the phase where we are in now, it is good to contact them so we can put the safety into the design of our project."
98,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, NIOZ: Prof. Dr. Klaas Timmermans (27th August 2018),"At present, extensive research is carried out on the culturing of green algae. In case we can show a proof-of-concept in our iGEM project, we could close the loop in green algae culturing, so all fractions are used. All in all, the potential upside is enormous, once the research on culturing green algae has developed further."
99,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, Drs. Karin Ree (11th July 2018) ,"The Science Shop connects ambitious students to companies or academic research outside their field. As we were looking for connections to the bioplastic industry, Karin was able to give us great advice on who we should contact."
100,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, Prof. Dr. Gert Jan Euverink (8th August 2018) ,"Gert Jan Euverink is the University of Groningen representative in the CaDOS project. Furthermore, Euverink advises companies on the implementation of their technical ideas."
101,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, Prof. Dr. A. J. M. Driessen ,"In order to gain more insight into strain optimization, we met with professor Driessen, head of the molecular microbiology department at the University of Groningen."
102,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Integrated Human Practices, Prof. Dr. Marco Fraaije (20th July 2018),"Professor Marco Fraaije is an expert in the fields of biology, biochemistry, biotechnology and in particular enzyme engineering. His group published an extremely useful article for our project describing a fast and sensitive method for the detection of cellulase activity."
103,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Education and Public Engagement, The Dutch Biotechnology Conference (22nd May 2018),"This year our iGEM team was fortunate enough to be invited to the Dutch biotechnology conference. We walked by the many company stands and posters, looking for inspiration and collaboration opportunities. This was also a nice moment to talk to the other iGEM teams about how their iGEM was going."
104,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Education and Public Engagement, Noorderzon Performing Arts Festival Groningen (25th and 26th August 2018),Every year this festival is organized in one of the parks in Groningen. While this festival focuses mainly on arts there are also initiatives to bring science closer to the people.
105,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Education and Public Engagement, Education day,The University of Groningen organizes the annual Education Day. Van der Graaf of the University of Groningen to attend this years’ education day to give an workshop about what we think of the iGEM project and how it is integrated in the colloquium of the University of Groningen.
106,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Education and Public Engagement, Maker Faire (29th and 30th September 2018),"The Maker Faire is a festival for everything related to new technology where young children, students and grown-ups can come together to make, discover and learn. During the event we engaged with parents in conversation about the importance of bioplastics and we taught children on the basics of DNA using the GEN.ERATE as an tool."
107,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Education and Public Engagement, Outreach,"We have written a lot about other companies, but those companies have also written about us, and we have even made it into a national newspaper."
108,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Education and Public Engagement, Scholieren Academie ,The Scholierenacademie is an organization that organizes activities for mainly elementary school students. The Scholierenacademie initiated this project since research has shown that kids from the eastern part of the province Groningen tend to choose higher education less frequently.
109,Groningen,Overgrad,2018,Gold,"Nominated for Best Measurement, Overgrad",http://2018.igem.org/Team:Groningen,Education and Public Engagement, Science Linx ,Science Linx is an organization which offers high school students in the Netherlands the possibility to engage with the Science and Engineering faculty of the University of Groningen.
110,Hamburg,Overgrad,2018,Gold,,http://2018.igem.org/Team:Hamburg,Integrated Human Practices,Human Practices,"Our project deals with the issue of fighting malaria-transmitting vectors, for example Anopheles gambiae. We are aware that working with GMOs and keeping them in a device in the field implies a lot of different aspects to think about."
111,Hamburg,Overgrad,2018,Gold,,http://2018.igem.org/Team:Hamburg,Integrated Human Practices,Integrated Human Practices,"Before starting with the practical implementation in the lab we met biosafety expert Dr. Mirko Himmel. One major topic was the insect toxin we had originally chosen as kill mechanisms of the S.H.I.E.L.D. When asked by Dr. Himmel about its properties, it became obvious that the data available was not sufficient to ensure the safe usage in our trap. We discussed how to deal with information on toxin-producing and -secreting bacteria with both Dr. Mirko Himmel and Piers Millett, iGEM Director of Safety and Security. In the environment, E. coli would no longer be provided with it, causing the production of the transcription factor to cease. Since genetically altered E. coli are only able to survive in the environment as a symbiosis with cyanobacteria and the survival of those in African climatic conditions is highly unlikely, Dr. Himmel agreed this would be a feasible approach to ensure our traps biosafety. We strongly suggest to implement this feature to anyone deciding to further develop our project before applying it for registration. When told about the S.H.I.E.L.D.’s approach, Dr. Jacobs assessed transfer of pathogens between landing mosquitoes to be very unlikely because even under laboratory circumstances the infection of mosquitoes is quite hard to achieve, and pathogens would not be able to survive for on the hydrogel for longer times. We interviewed multiple experts from Uganda and Tanzania, countries in which malaria still threatens many people despite significant efforts towards malaria elimination. He is postdoctoral researcher at the Imperial College in London. Dr. Andrew Hammond helped pushing our project further by sharing his expertise on project development and legislature with us. Specifically close to possible breeding sites, such as stagnant freshwater, close to bushes and on the outside of houses by eaves are optimal locations to ensure mosquitoes are eliminated before they get in contact with residents."
112,Hamburg,Overgrad,2018,Gold,,http://2018.igem.org/Team:Hamburg,Integrated Human Practices,Student Research Center Hamburg,"Since we know how important it is to spark interests at an early age, we wanted to promote knowledge about life sciences and synthetic biology, as well as share our passion for science in general. In the long-term, we are available as mentors to students doing research at the SFZ and to help with questions they might have about their projects."
113,Hamburg,Overgrad,2018,Gold,,http://2018.igem.org/Team:Hamburg,Integrated Human Practices,Interview with Dr. Andrew Hammond,"In the course of our project, we had the great opportunity to interview Dr. Andrew Hammond, post-doctoral researcher at the Imperial College London in the field of malaria control through genetic-based technologies. In 2016 we showed, that we could spread this element through the population and [...] [the females] of the population got unable to reproduce. Dr. Hammond gave us a lot of suggestions regarding the experimental design, especially in conducting mosquito experiments and testing our odours. Finally, we came to the conclusion, that multiple approaches in combating the malaria-transmitting vectors are crucial to prevent Plasmodium falciparum from adapting to other vector species."
114,Hamburg,Overgrad,2018,Gold,,http://2018.igem.org/Team:Hamburg,Integrated Human Practices,DNA stably into the bacterial genome,"As we would not want the S.H.I.E.L.D. to depend on antibiotics, we discussed the necessity to introduce the DNA stably into the bacterial genome rather than working with plasmids as we currently do."
115,HebrewU,Overgrad,2018,Gold,"Best Plant Synthetic Biology, Overgrad",http://2018.igem.org/Team:HebrewU,Integrated Human Practices,Public Engagement ,"We are aware that, to the general public, the topic of GMO's is widely misunderstood and even considered controversial."
116,HebrewU,Overgrad,2018,Gold,"Best Plant Synthetic Biology, Overgrad",http://2018.igem.org/Team:HebrewU,Integrated Human Practices,Industry,Turning lab research into a product capable of reaching the market is no easy task.
117,Hong Kong HKUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:Hong_Kong_HKUST,Integrated Human Practices,"4. How Talking to Prof. Bookhart, an Environment and Sustainability Expert, Changed our Project Design","To better mold our project into addressing genuine environmental concerns, we consulted Professor Davis Bookhart, the head of the HKUST Environment and Sustainability Department, who is currently working on different projects to reduce the University’s environmental impacts while addressing and managing risks that arise from climate change and resource scarcities. A few concerns he had was that, from the perspective of sustainability, our project was actually converting PE, a carbon-containing pollutant, into CO2 through the respiration of Shewanella, which in itself ıs a greenhouse gas."
118,Hong Kong HKUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:Hong_Kong_HKUST,Integrated Human Practices,5.  More Insights – Meetup with iGEM teams in the environmental track ,"During our meetups with other iGEM teams for collaboration, we exchanged ideas with team HKJS_S and realized that their project mechanism could be implemented into our system to tackle the concern of CO2 by-product waste raised by Prof. One of their parts encodes a nitrogenase, which has the ability to transform CO2 into methane. However, to integrate insights from both Professor Bookhart and the HKJS_S team, we decided to change our final system design into one single Bacterial Artificial Chromosome, so that our individual systems could be housed in one single cell to increase the automation of our project. The AlkL gene (coding for Alkane outer membrane channel protein) allows larger alkanes to enter the transformed Shewanella and the ASS cluster allows the cell to process it (please see our Alkane metabolism page for details)."
119,Hong Kong HKUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:Hong_Kong_HKUST,Integrated Human Practices,6. Primary market research: Listening to our potential users,One of the aims of our public engagement and education exhibition was to find out the major concerns of the general public in choosing sources of renewable energy. Focus on reusing or fixing the CO2 that will be released from the respiration of our cell culture to minimize environmental pollution.
120,Hong Kong HKUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:Hong_Kong_HKUST,Integrated Human Practices,7. Finalising our ideas – Final wrap-up with Prof. Davis Bookhart ,"After making the mentioned modifications to our system, we again approached Prof. We asked for further advice on how to integrate the public opinion we obtained to help define our future direction with the project. Bookhart and our market research during our exhibition, we came up with the biosphere-MFC conjugation and the nitrogenase system to fully sequester CO2. Since the nitrogenase system does not trap the CO2 permanently, it was not suggested to be the primary way to solve the sustainability issue."
121,Hong Kong HKUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:Hong_Kong_HKUST,Education and Engagement,Synthetic Biology Exhibition during the  HKUST Information Day,"Microbial fuel cell (MFC) is considered as a type of renewable bioenergy that transforms chemical energy into electrical energy. A mini-game of “How to build your own MFC” was also introduced to test the public’s understanding of our project after our thorough demonstration and explanations using posters and real models. When designing our survey, we have considered the fact that most of the public involved in the survey do not have the same level of knowledge of renewable energy."
122,Hong Kong HKUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:Hong_Kong_HKUST,Education and Engagement,Analysis of survey findings,"To facilitate data analysis, choices of concerns provided in part 1 and part 2 of our survey was grouped into the following categories: Figure 1 shows a stacked bar chart comparing the total average points of importance that the general public of different age group gave when considering each category of concerns when choosing renewable energy. However, there are also possibilities that these differences are purely due to the fact that there are views to the issues that the public did not originally consider. Impacts on human health that renewable energy might potentially cause are the low-frequency waves caused by the wind turbines in wind farms or the toxic and carcinogenic chemicals released during the manufacturing processes. As a result, the next focus on our MFC moderation will be on the possible pollutants that the MFC might produce during its electricity generation."
123,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,Overview,"At the onset, PhageShift may appear to be a pure scientific endeavor, comprising of just experiments and results. However, a closer look would reveal the critical role our Human Practices played in shaping our project, from the very beginning, till the fine tuning stage at the end. This highlighted to us the need to educate the general public on what phages are, and how they have a potential role to play in therapeutics."
124,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,Survey,"To understand how antibiotics are used in India, as well as to gauge the general perception of phage therapy, we sent out a survey dealing with these two topics to a wide group. We received nearly 200 responses (half of them from medical professionals) which helped us improve our understanding of the problem."
125,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,Meeting stakeholders,"Our project has a direct impact on the medical community, and thus it was important to understand their concerns with antibiotics and phage therapy. One important issue which stood out was endotoxin release common to both forms of treatment, and this inspired us to design PAIR, a novel improvement in phage therapy to minimize endotoxin release."
126,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,Conversations,"To promote awareness on antibiotic resistance, we designed a brochure in English and the local language Kannada on what antibiotic resistance is, how it arose and what alternatives there are."
127,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,Giving talks,"India has a mere 137 researchers per million inhabitants, which is very low in comparison to countries like Brazil (694 per million), China (1071 per million), USA (4663 per million). This statistic prompted us to encourage scientific temper in school students, and let them know the joys of research and how they can get involved (the iGEM High School competition for example!)."
128,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,Publishing a book,"The technical details of scientific projects often bores the layman. In an effort to educate the public on the consequences of antibiotic resistance, we got together and wrote 7 fictional short stories set in a post antibiotic world."
129,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,Survey to gauge perception,"As we read further about the causes of antibiotic resistance in India, it was clear that the problem was the rampant misuse in the medical and poultry sectors [2][3]. To know more about how aware the Indian population was on antibiotics and phage therapy, we decided to conduct a survey that would also be helpful in identifying key concerns which people would have with bacteriophages. 34 responders were involved in scientific research and another 64 said they were in professions besides medicine and research (including students). Firstly, that lot of people were unaware about phage therapy, and among those who had heard of it, there was a significant concern about the effects of using phages would have on our bodies."
130,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Integrated Human Practices,How PAIR came to be,"To further explore the role of PhageShift in therapeutics, we sought to understand what are the challenges that antibiotics faced in the last few decades as the primary form of treatment of bacterial infections. We studied articles and clinical cases that brought some of these points forth."
131,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Education and Public Engagement,Crowdfunding,"As our idea shaped into a planned project, we began planning on collecting funds for our project. Apart from reaching out to sponsors and other organizations for funds, we also set up a crowdfunding in which we talked about our motivation for the project and highlighted the issues of AMR and how our project PhageShift aimed to improve the conditions which surround phage therapy."
132,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Education and Public Engagement,Survey,"Before we begin to engage the public, it was important to know the public! The survey, its conclusions as well as the influence in the project have been discussed in detail on our Survey page."
133,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Education and Public Engagement,Speaking to young minds,"Our team members felt that antibiotic resistance, being this concerning a topic, must be something that must be brought to the attention of the youth. Therefore, we set out with quirky and fun presentations to high schools where students and potential scientists were educated on antimicrobial resistance via abuse of antibiotics, ways to tackle AMRs, including nanomaterials and phages, and their potential use in the medical industries and were also given a picture on how careers in science go."
134,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Education and Public Engagement,Pamphlet distribution,"The need of the hour to tackle antibiotic resistance is better consumer awareness. However, the most impactful session the team members had was with around ~80 high school students of a government school, Lokpal Vidya Mandira who were there on an educational field trip. More alarmingly, their parents, having no knowledge of this themselves, would egg them on to do this, even force them to, as “tablets are expensive” and they would therefore “always only buy half the number of pills the doctor tells you to, it is enough to get better”. We understood the conditions that led to the working class to misuse antibiotics - the pills were too expensive and gave an illusion of being cured midway through the course, encouraging them to drop it midway. The conditions are literally tailor-made to foster antimicrobial resistance."
135,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Education and Public Engagement,Legal Framework Review,"We studied current antibiotic and phage therapy laws and learnt of ways citizens could submit proposals to the government, regarding policy change. In fact, the Indian legal framework with respect to therapeutics and pharmaceuticals as a whole, is not very well developed."
136,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Education and Public Engagement,Video series,"As a crowdfunded project and as students of an tax-funded institute, we found it compelling to ensure that our project is accessible to each and everyone who wishes to know more about it. The short videos are on topics like ""Introduction to Bacteriophages"",""Antibiotic Resistance"", ""Genetic Recombination"", ""Plaque Assay"" and ""T4 injection mechanism"", which we thought would be highly useful in understanding our project."
137,IISc-Bangalore,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:IISc-Bangalore,Education and Public Engagement,Resistance - Tales from a Post Antibiotic World,"It was essential that one realises antibiotic resistance is a real problem with real consequences and that it can disrupt our daily life, in more ways than we know, quicker than we can imagine. In line with our commitment to ensure that our work has the maximum impact on society, we plan to make the book freely available in libraries including our own Institute's JRD Tata Memorial Library."
138,Imperial College,Undergrad,2018,Gold,,http://2018.igem.org/Team:Imperial_College,Integrated Human Practices,Summary of Integrated Human Practices,"We engaged in direct dialogue with stakeholders, as per the Communication Strategies Guide (CSG). This led us to re-design our system with a safer molecule (phenazine methosulfate -PMS-), which we demonstrated to be a remarkably cheap and effective inducer molecule, even when compared with broadly used inducers."
139,Imperial College,Undergrad,2018,Gold,,http://2018.igem.org/Team:Imperial_College,Integrated Human Practices,Wellbeing,"When we started our project, many of us had personal as well as interpersonal issues that threatened the viability of our project as well as our own well-being."
140,Jiangnan,Undergrad,2018,Gold,,http://2018.igem.org/Team:Jiangnan,Integrated Human Practices,Backgournd,"China has been suffering from serious influenza outbreak since the winter of 2017. Second, we participated in several meet-ups with other iGEM teams. Also, we made good friends through these active communications and discussions, which constitutes the most amazing part of our memoriesTo disseminate vaccination related knowledge and the importance of our project to the public, we visited CDC (Centers for Disease Control), the community epidemic prevention station, two kindergartens and one high school."
141,Jiangnan,Undergrad,2018,Gold,,http://2018.igem.org/Team:Jiangnan,Education and Public Engagement,Open lab(July 14th),"In order to let high school students really feel the charm of biology, we held the activities called Plate Colony Painting."
142,Jiangnan,Undergrad,2018,Gold,,http://2018.igem.org/Team:Jiangnan,Education and Public Engagement,(August 19),"On August 19, our team and ZJU-China, ZJU-China, ASTWS-China, HFLS-ZheJiangUnited, WorldShaper-XSHS co-organized the Synthetic Biology Technology Festival at the Science and Technology Museum in Hangzhou, Zhejiang Province."
143,Marburg,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Marburg,Education and Public Engagement,School lecture at Stiftsschule St. Johann,"Synthetic Biology is a rather young area in the field of science. Consequently, many people do not know what it is all about and probably associate negative impressions with it. To uncover misunderstanding and spread the idea of iGEM and Synthetic Biology in general, we decided to reach out to students at a local high school. Our goal after organizing this event was to bypass the gap between the public and scientists and to show them, what Synthetic Biology exactly is about and which safety aspects every scientist has to follow."
144,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Integrated Human Practices,Pest Control,"Interview: Dr. Yu-Chan Chao Time: Oct. 9, 2018 Location: video chat Reflection: GE mosquito application"
145,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Integrated Human Practices,Livestock Application,"Wu-Chun Tu Date: Sep. 23, 2018 Location: National Mosquito-Borne Diseases Control Research Center, NHRI Reflection: Ethical issue, technical problem"
146,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Integrated Human Practices,HIV Lourdes Association,"Interview: a HIV/AIDS social worker Date: Aug. 22, 2018 Location: Lourdes association office in Taichung Reflection: patient care, dignity and privacy"
147,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Integrated Human Practices,Pros and Cons of Biotech,"Participants: high school studens and iGEMers of Teams CCU & MingdaoDate: Sep. 4, 2018 Location: Conference Hall at Mingdao High School Dialogue: synthetic biology and ethical issues"
148,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Integrated Human Practices, Contact us ,"Phone: +886-4-23341797 EMAIL: biolab@ms.mingdao.edu.tw No.497, Sec."
149,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Education and Public Engagement,HIV Lourdes Association,"Interview: a HIV/AIDS social worker Date: Aug. 22, 2018 Location: Lourdes association office in Taichung Reflection: patient care, dignity and privacy"
150,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Education and Public Engagement,Pros and Cons of Biotech,"Participants: high school studens and iGEMers of Teams CCU & MingdaoDate: Sep. 4, 2018 Location: Conference Hall at Mingdao High School Dialogue: synthetic biology and ethical issues"
151,Mingdao,High_school,2018,Gold,"Nominated for Best Part Collection, High_school",http://2018.igem.org/Team:Mingdao,Education and Public Engagement, Contact us ,"Phone: +886-4-23341797 EMAIL: biolab@ms.mingdao.edu.tw No.497, Sec."
152,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Integrated Human Practices,Survey,"By having the idea of our project, we immediately realised that we needed a way to introduce our project to the non scientific community. Moreover, in order to integrate our project into society, we first need to know what the people want, and also, how deeply they know the subject. That’s why we first created a survey asking questions about contraception, hormonal treatments, the use of genetically engineered organisms and consequences on the environment."
153,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Integrated Human Practices,Interaction with professional gynecologists,"During our journey, we were able to discuss our project with a few french Gynecologists having different points of view about our project:According to them, the scientific world knows well about probiotics, and their use is not an innovation. However, the use of such bacteria raises different problematics such as potential noxious effects for the vaginal flora and the vagina. According to Dr. Laurent Vandenbrouck, the vaginal microbiota renew itself around every 3 months, so there is a necessity to find an adequate gallenic formula."
154,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Integrated Human Practices,Popularization,"As it is probably one of the most important aspect of our project, since it directly applies to the Public life style, we decided to create different tools for the people to understand better, and make their own point of view of our project."
155,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Integrated Human Practices,Answering questions from the survey and social networks feedback through the comic book,"Through social networks and our survey, people asked us a lot of questions about our project."
156,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Integrated Human Practices,What’s next?,"Indeed, Minskiga did, and is still doing a very hard work on the project, and we are proud of it."
157,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Integrated Human Practices,Antibodies Risk,"Among our spermicidal molecules, we used the antibody YLP20 and the antingen YLP12 that can cause infertility in women and men. So, with recent advances in the fields of vaccinology, adjuvants, and nanotechnology it should be possible to realise a CV [3].However, if we can create a CV, we can create a virus."
158,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Education and Public Engagement,Events,During our project we participated in different events with the goal of popularizing synthetic biology and presenting our project to the public.
159,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Education and Public Engagement,Presentation to our scientific peers: Feedback from the community,"Before and after the bulk of our wet lab research during the summer, we presented our project to our colleagues at our host institution, the Centre de Biochimie Structurale (Center for Structural Biology) in Montpellier, for feedback. Additionally, we presented at the end of the summer to the DGIMI lab (Diversity Genomes & Insect Microorganisms Interactions, INRA) to further refine our scientific presentation skills and to obtain additional feedback from scientists in a broad range of sub-disciplines."
160,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Education and Public Engagement,Fête de la Science,"On October 5th and 6th, we participated in the ‘Fête de la science’ at the Faculty of Education at the University of Montpellier, a large, annual nationwide event to promote interaction between the public and the scientific community. While we enjoyed explaining our project and synthetic biology to the community (Figure 3), we were incredibly impressed the number of thoughtful questions we received and the depth of curiosity people showed about synthetic biology."
161,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Education and Public Engagement,Organizing High School-Level Lecture and Lab Practical,"In collaboration with the iGEM team from the Sorbonne University, we also organized and participated in two lectures for a high school class, with a corresponding lab practical. In the first class, we presented an overview lecture about DNA and mutations with a hands-on practical lab component (Figure 4)."
162,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Education and Public Engagement,Art,"As our project concerns an important aspect of society that, nevertheless, is considered taboo in certain cultures and communities, we wanted to use the humanizing power of several artistic endeavors to further cultivate a collective conversation about our project. We deliberately sought out non-scientific artists in the community to help us with so that they might provide a unique perspective to help us bridge the gap between ourselves and members of the community."
163,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Education and Public Engagement,“Spotlight”: A local popularization event,"In collaboration with our Art in Education series, we organized an event with a local art association called “Weven”. Artists picked one of more of the following prompts and are creating a piece."
