School,Section,Year,Wiki hyperlink,Award,Outreach Category,Outreach Project,Project Tag,Audience,Goal,Description
Groningen,Overgraduate,2018,http://2018.igem.org/Team:Groningen,"Nominated for Best Measurement, Overgraduate",Education and Public Engagement, Education day,Teaching Activity,"Education on Synthetic Biology, Present iGEM Project",University Students,Every year this festival is organized in one of the parks in Groningen. While this festival focuses mainly on arts there are also initiatives to bring science closer to the people.
Groningen,Overgraduate,2018,http://2018.igem.org/Team:Groningen,"Nominated for Best Measurement, Overgraduate",Education and Public Engagement, Maker Faire (29th and 30th September 2018),"Teaching Activity, Community Event","Education on Synthetic Biology, Promote Awareness of Synthetic Biology","General Public, Primary School Students",The University of Groningen organizes the annual Education Day. Van der Graaf of the University of Groningen to attend this years’ education day to give an workshop about what we think of the iGEM project and how it is integrated in the colloquium of the University of Groningen.
Groningen,Overgraduate,2018,http://2018.igem.org/Team:Groningen,"Nominated for Best Measurement, Overgraduate",Education and Public Engagement, Outreach,Consult Experts,Gain Information for iGEM Project,Vendors/Businesses,"The Maker Faire is a festival for everything related to new technology where young children, students and grown-ups can come together to make, discover and learn. During the event we engaged with parents in conversation about the importance of bioplastics and we taught children on the basics of DNA using the GEN.ERATE as an tool."
Groningen,Overgraduate,2018,http://2018.igem.org/Team:Groningen,"Nominated for Best Measurement, Overgraduate",Education and Public Engagement, Scholieren Academie ,Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",Primary School Students,"We have written a lot about other companies, but those companies have also written about us, and we have even made it into a national newspaper."
Groningen,Overgraduate,2018,http://2018.igem.org/Team:Groningen,"Nominated for Best Measurement, Overgraduate",Education and Public Engagement, Science Linx ,Teaching Activity,Education on Synthetic Biology,Secondary School Students,The Scholierenacademie is an organization that organizes activities for mainly elementary school students. The Scholierenacademie initiated this project since research has shown that kids from the eastern part of the province Groningen tend to choose higher education less frequently.
Hamburg,Overgraduate,2018,http://2018.igem.org/Team:Hamburg,,Integrated Human Practices,Human Practices,Consult Experts,Gain Information for iGEM Project,"General Public, Scientific Community",Science Linx is an organization which offers high school students in the Netherlands the possibility to engage with the Science and Engineering faculty of the University of Groningen.
Hamburg,Overgraduate,2018,http://2018.igem.org/Team:Hamburg,,Integrated Human Practices,Integrated Human Practices,Consult Experts,"Discuss Ethics and Safety, Gain Information for iGEM Project","Specialized Audience, Scientific Community","Our project deals with the issue of fighting malaria-transmitting vectors, for example Anopheles gambiae. We are aware that working with GMOs and keeping them in a device in the field implies a lot of different aspects to think about."
Hamburg,Overgraduate,2018,http://2018.igem.org/Team:Hamburg,,Integrated Human Practices,Student Research Center Hamburg,Teaching Activity,"Education on Synthetic Biology, Present iGEM Project",Secondary School Students,"Before starting with the practical implementation in the lab we met biosafety expert Dr. Mirko Himmel. One major topic was the insect toxin we had originally chosen as kill mechanisms of the S.H.I.E.L.D. When asked by Dr. Himmel about its properties, it became obvious that the data available was not sufficient to ensure the safe usage in our trap. We discussed how to deal with information on toxin-producing and -secreting bacteria with both Dr. Mirko Himmel and Piers Millett, iGEM Director of Safety and Security. In the environment, E. coli would no longer be provided with it, causing the production of the transcription factor to cease. Since genetically altered E. coli are only able to survive in the environment as a symbiosis with cyanobacteria and the survival of those in African climatic conditions is highly unlikely, Dr. Himmel agreed this would be a feasible approach to ensure our traps biosafety. We strongly suggest to implement this feature to anyone deciding to further develop our project before applying it for registration. When told about the S.H.I.E.L.D.’s approach, Dr. Jacobs assessed transfer of pathogens between landing mosquitoes to be very unlikely because even under laboratory circumstances the infection of mosquitoes is quite hard to achieve, and pathogens would not be able to survive for on the hydrogel for longer times. We interviewed multiple experts from Uganda and Tanzania, countries in which malaria still threatens many people despite significant efforts towards malaria elimination. He is postdoctoral researcher at the Imperial College in London. Dr. Andrew Hammond helped pushing our project further by sharing his expertise on project development and legislature with us. Specifically close to possible breeding sites, such as stagnant freshwater, close to bushes and on the outside of houses by eaves are optimal locations to ensure mosquitoes are eliminated before they get in contact with residents."
Hamburg,Overgraduate,2018,http://2018.igem.org/Team:Hamburg,,Integrated Human Practices,Interview with Dr. Andrew Hammond,Consult Experts,Gain Information for iGEM Project,Scientific Community,"Since we know how important it is to spark interests at an early age, we wanted to promote knowledge about life sciences and synthetic biology, as well as share our passion for science in general. In the long-term, we are available as mentors to students doing research at the SFZ and to help with questions they might have about their projects."
Hamburg,Overgraduate,2018,http://2018.igem.org/Team:Hamburg,,Integrated Human Practices,DNA stably into the bacterial genome,Consult Experts,"Education on Synthetic Biology, Gain Information for iGEM Project",Specialized Audience,"In the course of our project, we had the great opportunity to interview Dr. Andrew Hammond, post-doctoral researcher at the Imperial College London in the field of malaria control through genetic-based technologies. In 2016 we showed, that we could spread this element through the population and [...] [the females] of the population got unable to reproduce. Dr. Hammond gave us a lot of suggestions regarding the experimental design, especially in conducting mosquito experiments and testing our odours. Finally, we came to the conclusion, that multiple approaches in combating the malaria-transmitting vectors are crucial to prevent Plasmodium falciparum from adapting to other vector species."
HebrewU,Overgraduate,2018,http://2018.igem.org/Team:HebrewU,"Best Plant Synthetic Biology, Overgraduate",Integrated Human Practices,Public Engagement ,Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",General Public,"As we would not want the S.H.I.E.L.D. to depend on antibiotics, we discussed the necessity to introduce the DNA stably into the bacterial genome rather than working with plasmids as we currently do."
HebrewU,Overgraduate,2018,http://2018.igem.org/Team:HebrewU,"Best Plant Synthetic Biology, Overgraduate",Integrated Human Practices,Industry,Consult Experts,Gain Information for iGEM Project,Specialized Audience,"We are aware that, to the general public, the topic of GMO's is widely misunderstood and even considered controversial."
Hong Kong HKUST,Undergraduate,2018,http://2018.igem.org/Team:Hong_Kong_HKUST,,Integrated Human Practices,"4. How Talking to Prof. Bookhart, an Environment and Sustainability Expert, Changed our Project Design",Consult Experts,Gain Information for iGEM Project,Specialized Audience,Turning lab research into a product capable of reaching the market is no easy task.
Hong Kong HKUST,Undergraduate,2018,http://2018.igem.org/Team:Hong_Kong_HKUST,,Integrated Human Practices,5.  More Insights – Meetup with iGEM teams in the environmental track ,Consult Experts,Gain Information for iGEM Project,iGEM Teams,"To better mold our project into addressing genuine environmental concerns, we consulted Professor Davis Bookhart, the head of the HKUST Environment and Sustainability Department, who is currently working on different projects to reduce the University’s environmental impacts while addressing and managing risks that arise from climate change and resource scarcities. A few concerns he had was that, from the perspective of sustainability, our project was actually converting PE, a carbon-containing pollutant, into CO2 through the respiration of Shewanella, which in itself ıs a greenhouse gas."
Hong Kong HKUST,Undergraduate,2018,http://2018.igem.org/Team:Hong_Kong_HKUST,,Integrated Human Practices,6. Primary market research: Listening to our potential users,Consult Experts,Gain Information for iGEM Project,General Public,"During our meetups with other iGEM teams for collaboration, we exchanged ideas with team HKJS_S and realized that their project mechanism could be implemented into our system to tackle the concern of CO2 by-product waste raised by Prof. One of their parts encodes a nitrogenase, which has the ability to transform CO2 into methane. However, to integrate insights from both Professor Bookhart and the HKJS_S team, we decided to change our final system design into one single Bacterial Artificial Chromosome, so that our individual systems could be housed in one single cell to increase the automation of our project. The AlkL gene (coding for Alkane outer membrane channel protein) allows larger alkanes to enter the transformed Shewanella and the ASS cluster allows the cell to process it (please see our Alkane metabolism page for details)."
Hong Kong HKUST,Undergraduate,2018,http://2018.igem.org/Team:Hong_Kong_HKUST,,Integrated Human Practices,7. Finalising our ideas – Final wrap-up with Prof. Davis Bookhart ,Consult Experts,Gain Information for iGEM Project,Specialized Audience,One of the aims of our public engagement and education exhibition was to find out the major concerns of the general public in choosing sources of renewable energy. Focus on reusing or fixing the CO2 that will be released from the respiration of our cell culture to minimize environmental pollution.
Hong Kong HKUST,Undergraduate,2018,http://2018.igem.org/Team:Hong_Kong_HKUST,,Education and Engagement,Synthetic Biology Exhibition during the  HKUST Information Day,Survey,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Gain Information for iGEM Project","General Public, Secondary School Students","After making the mentioned modifications to our system, we again approached Prof. We asked for further advice on how to integrate the public opinion we obtained to help define our future direction with the project. Bookhart and our market research during our exhibition, we came up with the biosphere-MFC conjugation and the nitrogenase system to fully sequester CO2. Since the nitrogenase system does not trap the CO2 permanently, it was not suggested to be the primary way to solve the sustainability issue."
Hong Kong HKUST,Undergraduate,2018,http://2018.igem.org/Team:Hong_Kong_HKUST,,Education and Engagement,Analysis of survey findings,Consult Experts,Gain Information for iGEM Project,General Public,"Microbial fuel cell (MFC) is considered as a type of renewable bioenergy that transforms chemical energy into electrical energy. A mini-game of “How to build your own MFC” was also introduced to test the public’s understanding of our project after our thorough demonstration and explanations using posters and real models. When designing our survey, we have considered the fact that most of the public involved in the survey do not have the same level of knowledge of renewable energy."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,Overview,Consult Experts,Gain Information for iGEM Project,General Public,"To facilitate data analysis, choices of concerns provided in part 1 and part 2 of our survey was grouped into the following categories: Figure 1 shows a stacked bar chart comparing the total average points of importance that the general public of different age group gave when considering each category of concerns when choosing renewable energy. However, there are also possibilities that these differences are purely due to the fact that there are views to the issues that the public did not originally consider. Impacts on human health that renewable energy might potentially cause are the low-frequency waves caused by the wind turbines in wind farms or the toxic and carcinogenic chemicals released during the manufacturing processes. As a result, the next focus on our MFC moderation will be on the possible pollutants that the MFC might produce during its electricity generation."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,Survey,"Survey, Consult Experts",Gain Information for iGEM Project,General Public,"At the onset, PhageShift may appear to be a pure scientific endeavor, comprising of just experiments and results. However, a closer look would reveal the critical role our Human Practices played in shaping our project, from the very beginning, till the fine tuning stage at the end. This highlighted to us the need to educate the general public on what phages are, and how they have a potential role to play in therapeutics."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,Meeting stakeholders,Consult Experts,Gain Information for iGEM Project,Specialized Audience,"To understand how antibiotics are used in India, as well as to gauge the general perception of phage therapy, we sent out a survey dealing with these two topics to a wide group. We received nearly 200 responses (half of them from medical professionals) which helped us improve our understanding of the problem."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,Conversations,Educational Material,Gain Information for iGEM Project,General Public,"Our project has a direct impact on the medical community, and thus it was important to understand their concerns with antibiotics and phage therapy. One important issue which stood out was endotoxin release common to both forms of treatment, and this inspired us to design PAIR, a novel improvement in phage therapy to minimize endotoxin release."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,Giving talks,Teaching Activity,"Education on Synthetic Biology, Education on iGEM Program",Secondary School Students,"To promote awareness on antibiotic resistance, we designed a brochure in English and the local language Kannada on what antibiotic resistance is, how it arose and what alternatives there are."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,Publishing a book,Educational Material,"Education on Synthetic Biology, Gain Information for iGEM Project","General Public, Scientific Community","India has a mere 137 researchers per million inhabitants, which is very low in comparison to countries like Brazil (694 per million), China (1071 per million), USA (4663 per million). This statistic prompted us to encourage scientific temper in school students, and let them know the joys of research and how they can get involved (the iGEM High School competition for example!)."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,Survey to gauge perception,Survey,"Learn Public Opinion, Gain Information for iGEM Project",General Public,"The technical details of scientific projects often bores the layman. In an effort to educate the public on the consequences of antibiotic resistance, we got together and wrote 7 fictional short stories set in a post antibiotic world."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Integrated Human Practices,How PAIR came to be,Consult Experts,Gain Information for iGEM Project,"Specialized Audience, Scientific Community","As we read further about the causes of antibiotic resistance in India, it was clear that the problem was the rampant misuse in the medical and poultry sectors [2][3]. To know more about how aware the Indian population was on antibiotics and phage therapy, we decided to conduct a survey that would also be helpful in identifying key concerns which people would have with bacteriophages. 34 responders were involved in scientific research and another 64 said they were in professions besides medicine and research (including students). Firstly, that lot of people were unaware about phage therapy, and among those who had heard of it, there was a significant concern about the effects of using phages would have on our bodies."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Education and Public Engagement,Crowdfunding,Consult Experts,"Promote Awareness of Synthetic Biology, Gain Information for iGEM Project",General Public,"To further explore the role of PhageShift in therapeutics, we sought to understand what are the challenges that antibiotics faced in the last few decades as the primary form of treatment of bacterial infections. We studied articles and clinical cases that brought some of these points forth."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Education and Public Engagement,Survey,Survey,Learn Public Opinion,General Public,"As our idea shaped into a planned project, we began planning on collecting funds for our project. Apart from reaching out to sponsors and other organizations for funds, we also set up a crowdfunding in which we talked about our motivation for the project and highlighted the issues of AMR and how our project PhageShift aimed to improve the conditions which surround phage therapy."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Education and Public Engagement,Speaking to young minds,Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Gain Information for iGEM Project",Secondary School Students,"Before we begin to engage the public, it was important to know the public! The survey, its conclusions as well as the influence in the project have been discussed in detail on our Survey page."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Education and Public Engagement,Pamphlet distribution,Teaching Activity,"Education on Synthetic Biology, Gain Information for iGEM Project",Specialized Audience,"Our team members felt that antibiotic resistance, being this concerning a topic, must be something that must be brought to the attention of the youth. Therefore, we set out with quirky and fun presentations to high schools where students and potential scientists were educated on antimicrobial resistance via abuse of antibiotics, ways to tackle AMRs, including nanomaterials and phages, and their potential use in the medical industries and were also given a picture on how careers in science go."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Education and Public Engagement,Legal Framework Review,Consult Experts,Gain Information for iGEM Project,Legislators,"The need of the hour to tackle antibiotic resistance is better consumer awareness. However, the most impactful session the team members had was with around ~80 high school students of a government school, Lokpal Vidya Mandira who were there on an educational field trip. More alarmingly, their parents, having no knowledge of this themselves, would egg them on to do this, even force them to, as “tablets are expensive” and they would therefore “always only buy half the number of pills the doctor tells you to, it is enough to get better”. We understood the conditions that led to the working class to misuse antibiotics - the pills were too expensive and gave an illusion of being cured midway through the course, encouraging them to drop it midway. The conditions are literally tailor-made to foster antimicrobial resistance."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Education and Public Engagement,Video series,Educational Material,Gain Information for iGEM Project,General Public,"We studied current antibiotic and phage therapy laws and learnt of ways citizens could submit proposals to the government, regarding policy change. In fact, the Indian legal framework with respect to therapeutics and pharmaceuticals as a whole, is not very well developed."
IISc-Bangalore,Undergraduate,2018,http://2018.igem.org/Team:IISc-Bangalore,Nominated for Best Software Tool,Education and Public Engagement,Resistance - Tales from a Post Antibiotic World,Educational Material,Gain Information for iGEM Project,General Public,"As a crowdfunded project and as students of an tax-funded institute, we found it compelling to ensure that our project is accessible to each and everyone who wishes to know more about it. The short videos are on topics like ""Introduction to Bacteriophages"",""Antibiotic Resistance"", ""Genetic Recombination"", ""Plaque Assay"" and ""T4 injection mechanism"", which we thought would be highly useful in understanding our project."
Imperial College,Undergraduate,2018,http://2018.igem.org/Team:Imperial_College,,Integrated Human Practices,Summary of Integrated Human Practices,Educational Material,Gain Information for iGEM Project,iGEM Teams,"It was essential that one realises antibiotic resistance is a real problem with real consequences and that it can disrupt our daily life, in more ways than we know, quicker than we can imagine. In line with our commitment to ensure that our work has the maximum impact on society, we plan to make the book freely available in libraries including our own Institute's JRD Tata Memorial Library."
Imperial College,Undergraduate,2018,http://2018.igem.org/Team:Imperial_College,,Integrated Human Practices,Wellbeing,Consult Experts,Gain Information for iGEM Project,iGEM Teams,"We engaged in direct dialogue with stakeholders, as per the Communication Strategies Guide (CSG). This led us to re-design our system with a safer molecule (phenazine methosulfate -PMS-), which we demonstrated to be a remarkably cheap and effective inducer molecule, even when compared with broadly used inducers."
Jiangnan,Undergraduate,2018,http://2018.igem.org/Team:Jiangnan,,Integrated Human Practices,Backgournd,"Consult Experts, Teaching Activity","Education on Synthetic Biology, Gain Information for iGEM Project",General Public,"When we started our project, many of us had personal as well as interpersonal issues that threatened the viability of our project as well as our own well-being."
Jiangnan,Undergraduate,2018,http://2018.igem.org/Team:Jiangnan,,Education and Public Engagement,Open lab(July 14th),Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",Secondary School Students,"China has been suffering from serious influenza outbreak since the winter of 2017. Second, we participated in several meet-ups with other iGEM teams. Also, we made good friends through these active communications and discussions, which constitutes the most amazing part of our memoriesTo disseminate vaccination related knowledge and the importance of our project to the public, we visited CDC (Centers for Disease Control), the community epidemic prevention station, two kindergartens and one high school."
Jiangnan,Undergraduate,2018,http://2018.igem.org/Team:Jiangnan,,Education and Public Engagement,(August 19),Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",General Public,"In order to let high school students really feel the charm of biology, we held the activities called Plate Colony Painting."
Marburg,Overgraduate,2018,http://2018.igem.org/Team:Marburg,"Nominated for Best Part Collection, Overgraduate",Education and Public Engagement,School lecture at Stiftsschule St. Johann,"Survey, Teaching Activity","Learn Public Opinion, Education on Synthetic Biology, Promote Awareness of Synthetic Biology","General Public, Secondary School Students","On August 19, our team and ZJU-China, ZJU-China, ASTWS-China, HFLS-ZheJiangUnited, WorldShaper-XSHS co-organized the Synthetic Biology Technology Festival at the Science and Technology Museum in Hangzhou, Zhejiang Province."
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Integrated Human Practices,Pest Control,Consult Experts,Gain Information for iGEM Project,Scientific Community,"Synthetic Biology is a rather young area in the field of science. Consequently, many people do not know what it is all about and probably associate negative impressions with it. To uncover misunderstanding and spread the idea of iGEM and Synthetic Biology in general, we decided to reach out to students at a local high school. Our goal after organizing this event was to bypass the gap between the public and scientists and to show them, what Synthetic Biology exactly is about and which safety aspects every scientist has to follow."
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Integrated Human Practices,Livestock Application,Consult Experts,"Discuss Ethics and Safety, Gain Information for iGEM Project",Scientific Community,"Interview: Dr. Yu-Chan Chao Time: Oct. 9, 2018 Location: video chat Reflection: GE mosquito application"
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Integrated Human Practices,HIV Lourdes Association,Consult Experts,Gain Information for iGEM Project,Specialized Audience,"Wu-Chun Tu Date: Sep. 23, 2018 Location: National Mosquito-Borne Diseases Control Research Center, NHRI Reflection: Ethical issue, technical problem"
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Integrated Human Practices,Pros and Cons of Biotech,Teaching Activity,Education on Synthetic Biology,"iGEM Teams, Secondary School Students","Interview: a HIV/AIDS social worker Date: Aug. 22, 2018 Location: Lourdes association office in Taichung Reflection: patient care, dignity and privacy"
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Integrated Human Practices, Contact us ,Consult Experts,Gain Information for iGEM Project,General Public,"Participants: high school studens and iGEMers of Teams CCU & MingdaoDate: Sep. 4, 2018 Location: Conference Hall at Mingdao High School Dialogue: synthetic biology and ethical issues"
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Education and Public Engagement,HIV Lourdes Association,Consult Experts,Gain Information for iGEM Project,Specialized Audience,"Phone: +886-4-23341797 EMAIL: biolab@ms.mingdao.edu.tw No.497, Sec."
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Education and Public Engagement,Pros and Cons of Biotech,Teaching Activity,Education on Synthetic Biology,"iGEM Teams, Secondary School Students","Interview: a HIV/AIDS social worker Date: Aug. 22, 2018 Location: Lourdes association office in Taichung Reflection: patient care, dignity and privacy"
Mingdao,High_school,2018,http://2018.igem.org/Team:Mingdao,"Nominated for Best Part Collection, High_school",Education and Public Engagement, Contact us ,Consult Experts,Gain Information for iGEM Project,General Public,"Participants: high school studens and iGEMers of Teams CCU & MingdaoDate: Sep. 4, 2018 Location: Conference Hall at Mingdao High School Dialogue: synthetic biology and ethical issues"
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Integrated Human Practices,Survey,Survey,"Learn Public Opinion, Gain Information for iGEM Project",General Public,"Phone: +886-4-23341797 EMAIL: biolab@ms.mingdao.edu.tw No.497, Sec."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Integrated Human Practices,Interaction with professional gynecologists,Consult Experts,Gain Information for iGEM Project,General Public,"By having the idea of our project, we immediately realised that we needed a way to introduce our project to the non scientific community. Moreover, in order to integrate our project into society, we first need to know what the people want, and also, how deeply they know the subject. That’s why we first created a survey asking questions about contraception, hormonal treatments, the use of genetically engineered organisms and consequences on the environment."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Integrated Human Practices,Popularization,Consult Experts,Gain Information for iGEM Project,General Public,"During our journey, we were able to discuss our project with a few french Gynecologists having different points of view about our project:According to them, the scientific world knows well about probiotics, and their use is not an innovation. However, the use of such bacteria raises different problematics such as potential noxious effects for the vaginal flora and the vagina. According to Dr. Laurent Vandenbrouck, the vaginal microbiota renew itself around every 3 months, so there is a necessity to find an adequate gallenic formula."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Integrated Human Practices,Answering questions from the survey and social networks feedback through the comic book,Survey,"Learn Public Opinion, Gain Information for iGEM Project",General Public,"As it is probably one of the most important aspect of our project, since it directly applies to the Public life style, we decided to create different tools for the people to understand better, and make their own point of view of our project."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Integrated Human Practices,What’s next?,"Consult Experts, Educational Material",Gain Information for iGEM Project,General Public,"Through social networks and our survey, people asked us a lot of questions about our project."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Integrated Human Practices,Antibodies Risk,Educational Material,Gain Information for iGEM Project,General Public,"Indeed, Minskiga did, and is still doing a very hard work on the project, and we are proud of it."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Education and Public Engagement,Events,"Project Presentation, Community Event","Promote Awareness of Synthetic Biology, Present iGEM Project",General Public,"Among our spermicidal molecules, we used the antibody YLP20 and the antingen YLP12 that can cause infertility in women and men. So, with recent advances in the fields of vaccinology, adjuvants, and nanotechnology it should be possible to realise a CV [3].However, if we can create a CV, we can create a virus."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Education and Public Engagement,Presentation to our scientific peers: Feedback from the community,Project Presentation,Present iGEM Project,Scientific Community,During our project we participated in different events with the goal of popularizing synthetic biology and presenting our project to the public.
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Education and Public Engagement,Fête de la Science,"Teaching Activity, Community Event","Education on Synthetic Biology, Promote Awareness of Synthetic Biology",General Public,"Before and after the bulk of our wet lab research during the summer, we presented our project to our colleagues at our host institution, the Centre de Biochimie Structurale (Center for Structural Biology) in Montpellier, for feedback. Additionally, we presented at the end of the summer to the DGIMI lab (Diversity Genomes & Insect Microorganisms Interactions, INRA) to further refine our scientific presentation skills and to obtain additional feedback from scientists in a broad range of sub-disciplines."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Education and Public Engagement,Organizing High School-Level Lecture and Lab Practical,Teaching Activity,Education on Synthetic Biology,Secondary School Students,"On October 5th and 6th, we participated in the ‘Fête de la science’ at the Faculty of Education at the University of Montpellier, a large, annual nationwide event to promote interaction between the public and the scientific community. While we enjoyed explaining our project and synthetic biology to the community (Figure 3), we were incredibly impressed the number of thoughtful questions we received and the depth of curiosity people showed about synthetic biology."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Education and Public Engagement,Art,Consult Experts,Gain Information for iGEM Project,General Public,"In collaboration with the iGEM team from the Sorbonne University, we also organized and participated in two lectures for a high school class, with a corresponding lab practical. In the first class, we presented an overview lecture about DNA and mutations with a hands-on practical lab component (Figure 4)."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Education and Public Engagement,“Spotlight”: A local popularization event,Community Event,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",General Public,"As our project concerns an important aspect of society that, nevertheless, is considered taboo in certain cultures and communities, we wanted to use the humanizing power of several artistic endeavors to further cultivate a collective conversation about our project. We deliberately sought out non-scientific artists in the community to help us with so that they might provide a unique perspective to help us bridge the gap between ourselves and members of the community."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,"Nominated for Best Education & Public Engagement, Overgraduate",Education and Public Engagement,Comic Book: Synthetic Biology & the Vaginal Microbiota,Educational Material,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",General Public,"In collaboration with our Art in Education series, we organized an event with a local art association called “Weven”. Artists picked one of more of the following prompts and are creating a piece."
Nanjing-China,Undergraduate,2018,http://2018.igem.org/Team:Nanjing-China,,Integrated Human Practices,Xiaohe Bei Village ,Consult Experts,Gain Information for iGEM Project,Specialized Audience,"With the help of the artist Minskiga (@Minskiga on Instagram), we created a comic book with two objectives in mind:Minskiga is an art school student without any formal education in biology, and therefore will have her own reactions to and perception of scientific ideas, which is precisely the perspective we were looking for. For example, we worked with Minskiga to provide a definition of synthetic biology (Figure 10).This page is the result of fruitful discussions with the artist, with the aim of entertaining the public and educating them in the fundamentals of synthetic biology."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices,Developing Project ,Consult Experts,Gain Information for iGEM Project,"Specialized Audience, Scientific Community","We visited farmers in Xiaohe Bei Village, Ju County, Rizhao City, Shandong Province, so that we could communicate with the users, direct stakeholders, of nitrogenous fertilizer. During the conversation with them, we were informed that the nitrogenous fertilizer sold on the market is of high cost, and the quality of it couldn’t be guaranteed."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Improving Project,Consult Experts,Gain Information for iGEM Project,"General Public, Scientific Community","Based on Google Trends and our interests, we chose medical care, the hottest issue of recent society, as the field of our research, and cancer attracted our attention as the most concerned area in medical field. Recombinant CARs rely on the antigen but not on the presentation of MHC, effectively avoiding the immune escape mechanism of MHC down-regulation Cytokine storm refers to a variety of cytokines in body fluids such as TNF-α, IL-1, IL-6, IL-12, IFN-α, IFN-β, IFN-γ, and MCP."
