team_name,page,header,body
ECUST,EDUCATION & PUBLIC ENGAGEMENT,Summer camp,"During this summer vacation, we participated in summer camp activity in ECUST and gave a presentation on synthetic biology and our project to high school students."
ECUST,EDUCATION & PUBLIC ENGAGEMENT,Lectures,We were invited to hold biological lecture for students in our department to show specifically what you can do in producing through synthetic biology.
ECUST,EDUCATION & PUBLIC ENGAGEMENT,Club night,"For new students eager to know our team, we gave a presentation about our iGEM club and project to freshmen on the Club Night, welcoming their registration."
ECUST,EDUCATION & PUBLIC ENGAGEMENT,Questionnaire,"In order to make our project more complete and integrated, we always have to know how the public citizens without professional background think about our project. To collect public opinions on solving practical environmental problems with genetically engineered bacteria, we designed a questionnaire and distributed it across the country. With more than 500 valid questionnaires, we found most respondents (57.48%) strongly supported to bring in a third-party organization for supervising and controlling, but also 66.22% of all respondents found it risky to put engineered bacteria even with well-designed hardware and equipment. We hope the survey can help us have a deeper understanding of public opinions and by analyzing and interpreting related results, we improved our project with a clear target. Results of some important results are listed as follows and the full file can be found here."
Goettingen,Human Practices,Take a look at our Slideshow! ,"We have collected a lot of pictures along our way through the iGEM project and visualized them within a slideshow: If you want to get a sneak peak into some of our events, feel free to watch through it. Specific and much more detailed entries to each date can be found below- here you will also find continuative links to specific topics, to enhance your knowledge."
Goettingen,Human Practices,"Panel Discussion: Fritz Günzler: „Glyphosat – Wundermittel oder gefährliches Pflanzengift?""","Early on in our project we tried to find a suitable topic: Out of our brainstorming, glyphosate was one of the most promising candidates we wanted to work with. To receive additional information about the herbicide, to acquire an overview over the opinion of the general public as well as politicians and to get an overview of the magnitude of the controversial discussion, we participated in a public panel discussion hosted by the politician Fritz Günzler, named Glyphosate – miracle cure or dangerous plant toxin? Soon it became apparent, that this question is not easily answered, and a heated discussion arose between politicians and the audience.

                  On the one hand, farmers rely on the very efficient herbicide to produce sufficient amounts of food, while on the other hand, the long-term effects of glyphosate are poorly understood and cause harm to biodiversity. Studies that dealt with the cancerogenity of glyphosate towards humans came to no clear conclusion, leaving a big uncertainty behind. We soon realized, that due to this heated climate in the community, more independent research on the topic is necessary and we prompt decided that this was going to be our topic of choice. If you want to know more about the scientific background of glyphosate follow the link to our Background page. Here you can find out more about glyphosates modes of action and potential ways to achieve a resistance to the total-herbicide."
Goettingen,Human Practices,Bringing our project to young students,"One of the most important things in science is its educational aspect. Therefore we aim to stay in constant touch with the public, to inform everyone about our project. In this way we receive constant feedback, which we try to directly implement into our project design. We especially want to raise awareness in young children to involve them in research and wake their passion for science early on in life. Therefore, our team member Veronika went to the Staatliche Chiemsee Realschule to present our project to young students and show them the everyday life of scientists. At this point, we already realized that even though Glyphosate is such a prominent topic in the media, the public and especially young people lack a certain, objective and scientific background. Informing the public in an objective and scientific way is one issue that we want to tackle during our project."
Goettingen,Human Practices,International March for Science 2018 ,"The march of Science is an international mass rally to promote the value of research and science and to demonstrate against ""alternative facts”. We felt obliged to take part as the herbicide glyphosate is hugely discussed in the media and several studies were shown to be incorrect or poorly carried out.  If you want to know what studies and newspaper have to say about the glyphosate controversy, use the following links in order to create your own opinion towards the controversial topic: Spiegel online 2015 ; ZEIT online 2016.
                       Different representatives from the fields science, politics and society debated and allowed the audience to participate in the discussion. Events like this help to raise attention for current research topics just like ours and cast a positive light on science as a whole. So please check the next March for Science to be part of the movement yourself! "
Goettingen,Human Practices,Meeting with the minister for agriculture,"The minister for agriculture of lower saxony Barbara Otte-Kinast gave a presentation about glyphosate and other issues in agriculture at our University. She presented the advantages and disadvantages of using glyphosate in agriculture and its status in society. During the presentation she gave a lot of room for discussions with the audience.
                      We were very lucky to be able to talk to her about our project after the presentation. She let us know that working on glyphosate and to produce a rapid test allowing its fast determination is an important step, necessary in the current discussion. "
Goettingen,Human Practices,Microbe Slam at the VAAM annual conference ,"One of our team members had the incredible opportunity to be part of the Annual Conference 2018 of the Association for General and Applied Microbiology (VAAM). The VAAM consists of approximately 3500 microbiology-oriented scientists and aims to improve the exchange of information and research. 
It was a very nice chance for our team member Janek to be part of such a big convention for the first time in his life (right picture). He got insights into how well-organized projects are constructed from the beginning to the end and was able to talk to scientists from all over the country to discuss our project and plan a successful outcome. As a lot of companies were also present on the conference, we were also able to establish supporting connections with Eppendorf and Biozym. The products provided by them will benefit us big time as our project improves further and further.We are all very proud that Janek also participated in this year’s Microbe Slam, where he presented our topic in a fun and extraordinary way and competed against four different young scientists. The participation at the Slam was later recognized in an article of the BIOspektrum magazine (left picture). We are happy to make an impact in the scientific journals and hope to repeat this, as the project progresses. In this way we are able to reach out to the public and generate interest for our project.Interested in the presentation? You can follow the link to watch the whole performance and leave some feedback on our Facebook channel: Microbe Slam. "
Goettingen,Human Practices,Bier & Brezeln (= beer & pretzel),"Two of our team members presented our project at the Bier & Brezeln event organized by the Fachschaft (student representatives) of Biology of the University of Göttingen. This is a platform that allows to spread research in an interdisciplinary way. It was a huge success as students from diverse departments of the university led an interesting discussion and gave us a lot of input for the further course of our project.

                          "
Goettingen,Human Practices, Masters information day ,"We were very busy this weekend. While two of our members went to the German iGEM Meetup in Marburg we presented our poster and work to the new Master students of the Molecular Lifesciences: Microbiology, Biochemistry and Biotechnology and Developmental Biology study program of our University. Through that we inspired the upcoming generation to take part in next years iGEM competition and tought them ways to adress crucial problems to make the world a better place, using synthetic biology."
Goettingen,Human Practices,Marburg Meetup,"Staying in touch with the projects of other iGEM teams is important to acquire an overview over the own progress. Therefore, we attended the German iGEM Meetup in Marburg from the 22nd till the 24th of June. Here, we had the opportunity to present our poster to other iGEM teams and thus collect ideas to improve our research process. (right picture)
                          We also looked out to collaborate with the other teams: Specifically, the team of Marburg itself will help us with the protein characterization of the EPSP Synthase, the main target of Glyphosate. Apart from the scientific exchange, we were also able to take a look around the city and form new friendships at the camping site that was well organized by the iGEM Team Marburg (left picture).
                          All in all, the Meetup helped us to take home a big chunk of motivation and a new collaboration partner. A big thank you to the iGEM Team Marburg, which organized this Meetup and took brilliant care of all the participants."
Goettingen,Human Practices,Interactive Information Booth ,"Most people would agree that there is too much unfiltered material about glyphosate on the internet. Hence, we wanted to directly talk to the public to check on their state of knowledge and what they really know and think about glyphosate. Therefore, we packed our poster, together with some props and survey sheets and travelled to the Gänseliesel in the heart of Göttingen to uncover the opinion, knowledge and wishes of the people. This booth might seem small but there were several things to discover. For once, of course, the poster, that helped us to explain who we are and what we do. It also showed the current status of our project.
                             A general concern about glyphosate is its impact on biodiversity in the soil. Since glyphosate was first introduced as an antibiotic, its accumulation in the soil may also influence the biodiversity of bacteria. There are approximately between 100 million and 1 billion bacteria found in a teaspoon of productive soil. These Soil Bacteria have a diverse set of skills, which allows them to act as one of the greatest “real-life” influencers on earth. However, most of the visitors had only a narrow idea about what microorganisms are, what they do and where to find them. To illustrate and exemplify with how many different microbes glyphosate may interfere in the soil, visitors could participate in a small experiment, where they could leave their microbial fingerprint on a BHI agar plate. To check the microbial diversity on the hand of each participant we incubated the plates at 37°C over the weekend and published the results on our Facebook page in the folder ""Infostand Göttingen"". Check out whats on your hand that you can’t see! Small hint: washing your hands with soap for at least 30 seconds helps to fight against infection! You want to know how to properly wash your hands. "
Goettingen,Human Practices,Panel discussion - Glyphosat zum Salat?! - Chancen und Risiken des Herbizids,"During our human practice events we realized that most people do not have enough information about the herbicide glyphosate but are very interested in getting to know more about the topic. Therefore our iGEM Team invited to a panel discussion with the topic “Glyphosate on my plate?-Chances and risks of the herbicide” on the 12th of July in the Adam-von-Trott-Saal of the old Mensa in Göttingen which had the perfect ambience to discuss this controversial topic.The event started with an introduction of our project by our team member Jonas in order to inform the very diverse audience about the iGEM competition, why we are participating, about what glyphosate is, the current state of the research and of course about our project and aim to find a solution to this controversially discussed herbicide.Afterwards Robert and Marie of our team introduced our four guests (from left to right) Horst-Henning Steinmann of the centre for Biodiversity in Göttingen, Werner Wille of the “CDU” of Göttingen, Achim Hübner of the “Landvolk Niedersachsen” and Harald Wiedemann of “die Grünen” of Göttingen.The panel started the discussion about the wide application of glyphosate in the agricultural areas of and around Göttingen. Lower Saxony, which Göttingen is part of, is known as the number one state of Germanys agriculture and produces for example almost half of the total german potato yield.Harald Wiedemann expressed his severe concerns about the biodiversity and the extinction of specific species due to the use of glyphosate and other herbicides. He and his party are also part of the initiative „Stopp Glyphosat“ to reduce the use of a herbicide which long-term effects are not known yet.Achim Hübner however pointed out that the use of glyphosate is essential in order to guarantee the high amount of yield and the low prices of food in the supermarkets. In addition, he said that we never know all the side effects of the substances that we consume and therefore one cannot forbid only one specific herbicide on speculations.When our team members asked about an alternative for glyphosate Horst-Henning Steinmann stated that the current alternative to glyphosate are non-chemical methods such as ploughing, this however is more expensive and takes more time. He also said that glyphosate is the cheapest and most effective herbicide available at the moment and pointed out that the side effects of alternative herbicides are also not known yet. However he is also in favour of the reduction of the wide use of glyphosate especially in area where it is not a 100% necessary. Werner Wille agreed with the point of view of Achim Hübner and would see the act of forbidding glyphosate as populist. After the very diverse and motivated discussion of our guest the audience also asked a few questions. This was very interesting because it was a very versatile audience of students of agriculture, members of the BUND Göttingen and even farmer of farms close to Göttingen. In the end it can be said that even though the panel discussion lasted for one and a half hours there is still much more to talk and discuss about.The result so far was that there is no alternative at the moment, especially when the people are not willing to pay more for their food in the supermarket, even though the impact of glyphosate on the biodiversity could be severe. All in all the panel discussion was a huge success and we thank all of the participants for coming!"
Goettingen,Human Practices,Participating in the third Synthetic Biology conference in Landshut," Synthetic biology is constantly evolving, as new research topics revolutionize the way we look at natural sciences. From newly-found approaches in artificial photosynthesis to finding out, which genes are necessarily required to enable an organism to live, the Third conference for Synthetic Biology in Landshut gave us stunning insights into various areas of research. Of course, we didn't miss the opportunity to present our own project to the fellow scientists, using our poster (right picture) and a presentation (left picture). We were specifically happy to get to know the projects of former iGEM teams, as their presentations will serve us as great inspiration for our own presentation at the Giant Jamboree. The conversation with other iGEM teams from this year motivated us further as the iGEM thought was constantly present at the conference. All in all we are very thankful that we were able to participate in this well organized conference and visit Germanys biggest federal state Bavaria.  We also took a group photo with all participants of the convention, maybe you can spot every team member (not everyone is wearing the iconic yellow shirt). This picture also occurred in the BioSpektrum journal with a connection to the VAAM, which we know already quite well. We are happy to take part in the research of synthetic biology topics and hope to visit a similar conference soon again in the future. "
Goettingen,Human Practices,Influencing the young minds faster than bacteria,"Goettingen offers many possibilities for young scientists to enhance their lab skills and work together as a team. One of these is the XLAB where young students in the age of 17-22 have the opportunity to come together for a month and work in groups on current scientific topics. The future scientists pick up new lab skills and discuss issues, while exchanging their knowledge. This reminded us of our own iGEM project. We took the opportunity to present our topic and get in touch with the students and supervisors to gain some extra opinions on our progress."
Goettingen,Human Practices,Publication in the BIOspektrum,"We had the exciting oppertunity to introduce our project to the public by publishing a short article in the Biospektrum journal. With that we not only gave further insights into our project, but we also expanded our audience from the general public to other scientists all over the country, gaining more and more publicity. This underlines that our topic is of enormous relevance particularly in the science community. We are even present on Researchgate as an official scientific team! This helps us big time in the progression of our careers.

                              
"
Goettingen,Education & Engagement,Bier & Brezeln (= beer & pretzel),"Two of our team members presented our project at the Bier & Brezeln event organized by the Fachschaft (student representatives) of Biology of the University of Göttingen. This is a platform that allows to spread research in an interdisciplinary way. It was a huge success as students from diverse departments of the university led an interesting discussion and gave us a lot of input for the further course of our project.

                          "
Goettingen,Education & Engagement, Masters information day ,"We were very busy this weekend. While two of our members went to the German iGEM Meetup in Marburg we presented our poster and work to the new Master students of the Molecular Lifesciences: Microbiology, Biochemistry and Biotechnology and Developmental Biology study program of our University. Through that we inspired the upcoming generation to take part in next years iGEM competition and tought them ways to adress crucial problems to make the world a better place, using synthetic biology."
Goettingen,Education & Engagement,Interactive Information Booth ,"Most people would agree that there is too much unfiltered material about glyphosate on the internet. Hence, we wanted to directly talk to the public to check on their state of knowledge and what they really know and think about glyphosate. Therefore, we packed our poster, together with some props and survey sheets and travelled to the Gänseliesel in the heart of Göttingen to uncover the opinion, knowledge and wishes of the people. This booth might seem small but there were several things to discover. For once, of course, the poster, that helped us to explain who we are and what we do. It also showed the current status of our project.
                            What do you know about glyphosate? Can you tell us in which of these food items glyphosate was detected? Click on the pictures to find out: A general concern about glyphosate is its impact on biodiversity in the soil. Since glyphosate was first introduced as an antibiotic, its accumulation in the soil may also influence the biodiversity of bacteria. There are approximately between 100 million and 1 billion bacteria found in a teaspoon of productive soil. These Soil Bacteria have a diverse set of skills, which allows them to act as one of the greatest “real-life” influencers on earth. However, most of the visitors had only a narrow idea about what microorganisms are, what they do and where to find them. To illustrate and exemplify with how many different microbes glyphosate may interfere in the soil, visitors could participate in a small experiment, where they could leave there microbial fingerprint on a BHI agar plate. To check the microbial diversity on the hand of each participant we incubated the plates at 37°C over the weekend and published the results on our Facebook page in the folder ""Infostand Göttingen"". Check out whats on your hand that you can’t see! Small hint: washing your hands with soap for at least 30 seconds helps to fight against infection! You want to know how to properly wash your hands. "
Goettingen,Education & Engagement,Panel discussion - Glyphosat zum Salat?! - Chancen und Risiken des Herbizids,"During our human practice events we realized that most people do not have enough information about the herbicide glyphosate but are very interested in getting to know more about the topic. Therefore our iGEM Team invited to a panel discussion with the topic “Glyphosate on my plate?-Chances and risks of the herbicide” on the 12th of July in the Adam-von-Trott-Saal of the old Mensa in Göttingen which had the perfect ambience to discuss this controversial topic.The event started with an introduction of our project by our team member Jonas in order to inform the very diverse audience about the iGEM competition, why we are participating, about what glyphosate is, the current state of the research and of course about our project and aim to find a solution to this controversially discussed herbicide.Afterwards Robert and Marie of our team introduced our four guests (from left to right) Horst-Henning Steinmann of the centre for Biodiversity in Göttingen, Werner Wille of the “CDU” of Göttingen, Achim Hübner of the “Landvolk Niedersachsen” and Harald Wiedemann of “die Grünen” of Göttingen.The panel started the discussion about the wide application of glyphosate in the agricultural areas of and around Göttingen. Lower Saxony, which Göttingen is part of, is known as the number one state of Germanys agriculture and produces for example almost half of the total german potato yield.Harald Wiedemann expressed his severe concerns about the biodiversity and the extinction of specific species due to the use of glyphosate and other herbicides. He and his party are also part of the initiative „Stopp Glyphosat“ to reduce the use of a herbicide which long-term effects are not known yet.Achim Hübner however pointed out that the use of glyphosate is essential in order to guarantee the high amount of yield and the low prices of food in the supermarkets. In addition, he said that we never know all the side effects of the substances that we consume and therefore one cannot forbid only one specific herbicide on spec.When our team members asked about an alternative for glyphosate Horst-Henning Steinmann stated that the current alternative to glyphosate are non-chemical methods such as ploughing, this however is more expensive and takes more time. He also said that glyphosate is the cheapest and most effective herbicide available at the moment and pointed out that the side effects of alternative herbicides are also not known yet. However he is also in favour of the reduction of the wide use of glyphosate especially in area where it is not a 100% necessary. Werner Wille agreed with the point of view of Achim Hübner and would see the act of forbidding glyphosate as populist. After the very diverse and motivated discussion of our guest the audience also asked a few questions. This was very interesting because it was a very versatile audience of students of agriculture, members of the BUND Göttingen and even farmer of farms close to Göttingen. In the end it can be said that even though the panel discussion lasted for one and a half hours there is still much more to talk and discuss about.The result so far was that there is no alternative at the moment, especially when the people are not willing to pay more for their food in the supermarket, even though the impact of glyphosate on the biodiversity could be severe. All in all the panel discussion was a huge success and we thank all of the participants for coming!"
Goettingen,Education & Engagement,Influencing the young minds faster than bacteria,"Goettingen offers many possibilities for young scientists to enhance their lab skills and work together as a team. One of these is the XLAB where young students in the age of 17-22 have the opportunity to come together for a month and work in groups on current scientific topics. The future scientists pick up new lab skills and discuss issues, while exchanging their knowledge. This reminded us of our own iGEM project. We took the opportunity to present our topic and get in touch with the students and supervisors to gain some extra opinions on our progress."
GreatBay China,Integrated HP,GBC Documentary P0,"The stray cats are indeed a non-negligible problem in many parts of the world, bringing in serious outcomes and the current solutions to it are not very efficient. To know more, please check the next episode."
GreatBay China,Integrated HP,"To remove this liability and improve safety factors, we finalized our cat-attracting system as a bottle of extracted essential oil and a fan to spread the odor that obviously increases the safety and ethical factor."," Safety issues have always been our first consideration; since we were, then, planning to use a plate with living organisms in, the device must be constructed deliberately and safely to prevent any leak possible. One of our public engagement presented the answer to us. On July 6th, our first presentation, also being our first event facing the public, took place at X.factor. This presentation, free in the boundary of age, background, or academic level, had brought us waves of brand new ideas that all enlightens us with revolutionary designs. Yet one of them, coming from a university student majoring in psychology, remained distinctively important and profoundly impactive:"
GreatBay China,Integrated HP,GBC Documentary P3,But what about the safety concerns? Please check the next episode. The previous episode is about connecting out lab project to stray cat rescue.
GreatBay China,Integrated HP,Conclusion,"Having conducted all these research listed above, we can draw some conclusions.First of all, a hardware like “the Kitty Wonderland” is something very needed by the animal rescue teams. From dedicated individuals to animal protection association officials, the same problems of high alertness of the feral cats preventing the effective execution of street animal managing measures like TNR kept being reported. And it was the very key impeding the rescuing of feral cats. However, the incorporation of synthetic biology into such a hardware requires careful and sensible design, in which biosafety was the top concern. People are worried by the fact that genetically engineered microorganisms would be placed somewhere outside the laboratory. So we were then aware that in real application scenarios, even if we are to use nepetalactol produced by microbes, we could only use the aseptic nepetalactol extraction produced. Moreover, since the hardware is to be placed in the public area, a number of other designs for practicability are also needed. We have to make the hardware durable in all kinds of environment, and appealing for cats. We must also pay attention to how to prevent vandalism towards the cat shelter, which is to be achieved by public education on respecting and caring for animals.The government has either encouraged nor discouraged the placement of cat shelter, but we were informed that whether we could actually place the cat shelter in the future is dependent on the opinions of individual management. So far, all managements we inquired have supported this idea. We are also aware through conversations with multiple organizations including iGEM HQ and Safety Committee that at this moment we are not yet prepared to conduct the animal experiment. So we followed this instruction and have not performed any test using cat attractants like catnip."
GreatBay China,Public Engagement,"SynBio, Cats and ChangeMakers","We gave a bilingual talk named ‘SynBio, Cats and ChangeMakers’ at 
    x.factory
   on synthetic biology and its application, introducing our iGEM project in specific as one example of what synbio was capable of doing. Then we discussed our ultimate scheme of building a street cat shelter with biosynthesized nepetalactone as attractant that could aid volunteers in helping feral cats. (See Applied Design for the development of our design.)

Our audiences include students, neighborhood committee members, engineers, designers, artists and investors, who demonstrated great curiosity at the field of synthetic biology and engaged enthusiastically in discussions concerning synbio and our project after the talk. We had audiences who inquire about the possibility of initiating their own synbio project at the maker space or at home, so we gladly filled in knowledge about biosafety lab requirements we had, shamefully, missed out a bit on during the talk. Some asked in details how we found the desire pathway of biosynthesizing nepetalactol and whether computer simulation could aid the design, and we offered several databases that might be of help. Though we must admit due to lack of sufficient knowledge in computational tools, we were unable to explore further concerning the latter question. Afterwards, many participants demanded us to tell them more interesting iGEM projects, which we shared with delight.
During this experience, we noticed how starting with innovative iGEM projects and the application of synbio can help engage audiences before we filled them with the engineering principle behind. However, it was necessary to discuss biosafety and bioethics, especially facing listeners who enjoy creation.

More offered keen advice on the Kitty Wonderland prototype, such as how volunteers could supervise the shelter and how the shelter might be able to alert volunteers when several cats are present, so volunteers can come, feed or trap cats for neutering and vaccination. "
GreatBay China,Public Engagement,"Discussions with animal-welfare groups, neighborhood and local government on the applied design of our project","Our applied design, the cat shelter, aims to help volunteers who care about the welfare of feral cats. So aside from engaging with Fenghua Li’s volunteer group in the first place, we also participated in an event advocating civilized rules for pet keeping, in which we interviewed participants, who were considering adopting pets, about their opinions on a cat shelter using nepetalactone as attractant being placed in their neighborhood. They pointed out we could organize residents who fed feral cats occasionally to manage the shelter through connecting with neighborhood committees. Aside, some said their neighbors might not want feral cats gathering near their residents, so we needed to consider where the house should be placed cautiously. 
"
GreatBay China,Public Engagement,"Lucinda, Eden and Rocky: Ready for interview at the event advocating civilized rules for pet keeping. ","Together with a talk on our design at an animal welfare event, we gained more insights into the problem of feral cats and how our design might be of use to the volunteers and feral cats through conversing with members from welfare groups including the director of  
    SDPA, 
  Karuna Rescue. Also joining the panel is Darren Wang from the Society for the Prevention of Cruelty to Animals.


"
GreatBay China,Public Engagement,Event at Greenz Drinks. Members were introducing our project to other animal welfare advocates.,"Driven by these suggestions and questions, we went on to consult urban management agencies as to know how and where we might place the cat shelter in the neighborhood."
GreatBay China,Public Engagement,Innovative engagement through arts at Maker Faire,"With the prototype of Kitty Wonderland, we exhibited at an international Maker Faire, in which we introduced our synbio and our project to viewers based on previous content at x.factory and asked them to decorate the wooden cat shelter by drawing elements such as cats, E.coli, yeast, pipettes and structural formula of DNA and nepetalactol.
 
 Following the successful demonstration at the faire, we intend the wonderland and synthetic biology to children in school, teaching them basic concepts of synthetic biology and raising their awareness on the problem of stray cats. Afterwards, children can decorate the wonderland with markers and paper cuttings, so as to cultivate their DIY skills and reinforce what they have learnt through arts. 
"
GreatBay China,Public Engagement, Special: Documentaries!,"  Our design and the whole story of our human practice is in fact, not merely confined in the 1,000 words we have written above. During the way to the proceeding of our lab project as well as our endeavor to let the world improve our project and meanwhile influencing the world, we have done a lot. We record and recall the entire story and make it into a documentary series. The documentary shows how we spared no efforts to conceive our human practice and communicate with the externality to contribute to solving the stray cat problem.

Download the documentary script here.
Episode 1: The stray cats roaming in the city is actually a very serious problem in many parts of the world because they can transmit diseases, annoy human by their calls for mate and disrupt the ecological stability. The current solutions to the stray cat problem are not very effective.
Episode 2: The idea of our human practice and hardware design—‘the kitty wonderland’ emerged when we heard that capturing stray cats is difficult and we found the potential of nepetalactone to attract cats. However, to make the ‘wonderland’ come true is hard. This episode starts with a stray cat seeing our hardware and sighs light-heartedly. 
Episode 3: We collaborated with professional designers in a maker space—X.factory to consolidate our design of the ‘kitty wonderland’. We have made several improvements.
Episode 4: In order to ensure our kitty wonderland’s safety and smooth implementation, we surveyed a lot of people including citizens, NGO administrators and government officials. We made several improvements after the survey. 
Episode 5: We draw out, model and demonstrate our final design.We uploaded the entire series onto a well-known Chinese video website, bilibili.com, under the ID 'CuL8er', to spread our idea. You can also visit this website and search the ID if you want to watch our videos in higher image quality.
"
GreatBay China,Public Engagement,GBC Documentary P0,
GreatBay China,Public Engagement,GBC Documentary P1,
GreatBay China,Public Engagement,GBC Documentary P2,
GreatBay China,Public Engagement,GBC Documentary P3,
GreatBay China,Public Engagement,GBC Documentary P4,
GreatBay China,Public Engagement,South China Regional Meeting,"
Where: Shenzhen University
When: 6 May
Hosted by: SZU_China

Officially presenting our project mCATNIP to other iGEMers for the first time, we introduced the key element in project design — chassis specialization, and our human practice plan for applying the microbial catnip to feral cats rescue. Many questions have been asked regarding the human practice of mCATNIP: why is this method better than the existing ones, what if the use of catnip increased the level of aggression among feral cats etc.
We were very glad to hear suggestions from other teams. Meanwhile, we listened to the presentation of other teams and exchanged opinions.
"
GreatBay China,Public Engagement,Shenzhen High School Meetup,"
Where: Bluepha Lab, Shenzhen
When: 24 June
Hosted by: GreatBay_China, SFLS_Shenzhen

High school iGEM teams have relatively fewer resources available to them compared to the graduate teams. Therefore GreatBay_China and SFLS_Shenzhen hosted the Shenzhen High School Meetup together for sharing our resources conveniently with others Shenzhen high school teams as well as finding in what ways could we collaborate. Teams presented their projects, and we invited our advisor Yiming Dong to give feedbacks.
"
GreatBay China,Public Engagement,EurAsian Meetup,"

Where: Shenzhen
When: 24 July ~ 26 July
Hosted by: TU-Delft, BGIC-Global

From Jun/24 to Jun/26, we participated in the EurAsian Meetup organized by the teams TUDelft and BGI-College. We spared no efforts to present in an interesting and educating way and engage other teams. During the meetup, we received suggestions about the project (including how to convert nepetalactol to nepetalactone, what variables should be concerned in the co-culture system, etc.), presentation, poster and even mathematical modeling from various teams like TUDelft, EPFL, XJTLU China and SCUT China. 

Apart from obtaining suggestions, we also spread out idea effectively during the meetup by presenting as well as communicating with other teams. Our presentation in the meetup received the award as one of the two ‘Best Presentation’ teams among all. During the discussion, because of our teammate Rocky’s special talk on his understanding of biosafety, he was interviewed by TUDelft as a part of their human practice.


We also learned the essence of biosafety during the meetup, which helped us a lot when we were conducting our human practice after the event. We discovered that the key idea of ensuring biosafety in our project is through ‘Value Sensitive Design’, which is to contemplate whether our product will violate the rules in biosafety or challenge bioethics and use these concerns to improve our product to make it safer. We almost applied the strategy of ‘Value Sensitive Design’ extensively throughout our human practice.
"
GreatBay China,Public Engagement,The 5th Conference of China iGEMer Community,"


Where: Shanghai
When: 27 August ~ 31 August
Hosted by: ShanghaiTech

Lucinda Lin and Sean Yao represented our team to attend the 5th Conference of China iGEMer Community. We have gained much useful experience during the conference by not only communications with other teams but also feeling what it was like to be a judge. We received advice on our presentation and posters meanwhile sought help for yeast genetic circuit designs.
"
Groningen,Integrated Human Practices (Gold),Prof. Dr. ir. M.W. Fraaije,"
														We needed an assay to detect cellulase activity. Luckily, Prof. Fraaije could help us out.                                                    
													"
Groningen,Integrated Human Practices (Gold),Prof. Dr. B. Poolman,"
														We learned about the effects of styrene toxicity in production. Thus we reached out to an expert who helped us with finding a solution to overcome this limitation.
													"
Groningen,Integrated Human Practices (Gold),Carbon footprint analysis,"
														To investigate whether our technology is actually beneficial for the process towards a greener planet, and to what extent, we performed a  Carbon Footprint Analysis. In collaboration with Tjerk Douma we calculated the energy costs to create StyGreen compared to syrene. See here how we made this analysis.
													"
Groningen,Integrated Human Practices (Gold),Katja Loos,"
														In the process of developing our project design, the decision on what our final product should become was essential. Katja Loos had an enormous influence in this phase, as she explained that biodegradable plastics are not as degradable as we imagine. See here what she explained to us.  
													"
Groningen,Integrated Human Practices (Gold),Karin Ree,"
														Karin Ree supports students that want to perform research outside their regular field. She provided us with connections and research papers on the feasibility of different bioplastics. See here how she aided us.
													"
Groningen,Integrated Human Practices (Gold),Avantium,"
														To observe how cellulosic biomass is industrially processed with our own eyes, we drove to Delfzijl to visit the pilot plant of Avantium. We gained insights into upscaling, safety and the processing of cellulosic biomass. See here what this experience was like.
													"
Groningen,Integrated Human Practices (Gold),Prof. dr. F. Picchioni,"
														Professor Picchioni greatly influenced our project. He changed our concept of plastics completely, as we had more negative notions about plastics before this conversation than afterwards. You can find a summary of our interview here. 
													"
Groningen,Integrated Human Practices (Gold),Collaboration Bordeaux,"
														Together with the iGEM team of Bordeaux, we discussed the ethics concerning our product. Find more about our ethics collaborationhere.
													"
Groningen,Integrated Human Practices (Gold),Gert-Jan Euverink,"
														Gert-Jan Euverink was the supervisor of the winning 2012 iGEM team, and is also representative of the CADOS project on the use of cellulose in sewage water. Read more about what we discussed with him here. 
													"
Groningen,Integrated Human Practices (Gold),Prof. Dr. A.J.M. Driessen,"
														Prof. Driessen helped us in the development of our genetic modification design. Interested? Read more about his input here.
													"
Groningen,Integrated Human Practices (Gold),RIVM,"
														During the work on our project, we found discussions about safety highly important. Together with the RIVM, we made sure that the safety was also implemented into our design. Would you like to know more about this process?
													"
Groningen,Integrated Human Practices (Gold),EV Biotech,"
														From the start, EV Biotech has been our intellectual partner, and helped us in many aspects of our (lab) work. See here why we are very grateful for their support.
													"
Groningen,Integrated Human Practices (Gold),Molecular Dynamics model,"
														In our Molecular Dynamics modus, we demonstrated the function of the cellulose binding domain in our design. Visit this page if you want to learn more.
													"
Groningen,Integrated Human Practices (Gold),Flux Analysis Model,"
														Our Flux Analysis Model enabled us to calculate how much styrene we theoretically could produce per kilo biomass. Additionally, we found potential interventions to enhance the production of styrene. Look here to see what we have learned. 
													"
Groningen,Integrated Human Practices (Gold),Sergey (EV Bio),"
														During the TRIZ workshop, Sergey (EV Biotech) provided us with many helpful ideas, including on how we could engineer a continuous process instead of a batch based process. Read more here about what the results are.
													"
Groningen,Integrated Human Practices (Gold),Stakeholder Analysis,"
														To investigate in which ways our technology would influence the world, we performed a Stakeholder Analysis. Do you want to know more?
													"
Groningen,Integrated Human Practices (Gold),Photanol,"
														We visited Photanol for an inspiring look into their laboratory. We received information about the first steps of upscaling and accompanying challenges. For further information, you may click here to see what we have learned.
													"
Groningen,Integrated Human Practices (Gold),ZAP,"
														What does it hold to make a pilot plant? What kind of permits are needed? The experts of ZAP patiently explainedit to us.
													"
Groningen,Integrated Human Practices (Gold),KNN,"
														KNN is our main biomass supplier. KNN provided us with their product Recell and are curious to see how we will use their product as a feedstock to produce styrene. Find our first talk with them here.
													"
